iter	Logloss
138	0.4579199915
139	0.4573521821
140	0.4567294328
141	0.456059912
142	0.4551708387
143	0.4544272215
144	0.4538681611
145	0.4530598599
146	0.4521500961
147	0.4510264189
148	0.4504244017
149	0.4497538857
150	0.4488794493
151	0.4482859736
152	0.4476037647
153	0.4469033117
154	0.4462616962
155	0.4453965063
156	0.4450506127
157	0.4445950052
158	0.4438766811
159	0.4434860893
160	0.442743716
161	0.4420204992
162	0.4413915302
163	0.4408013717
164	0.4400393445
165	0.4395481607
166	0.4387032053
167	0.4383843463
168	0.4379899398
169	0.4375561424
170	0.4368724823
171	0.4364145113
172	0.4358643242
173	0.4355554995
174	0.435049057
175	0.4345532708
176	0.4339476876
177	0.4334464695
178	0.4328601257
179	0.4323353145
180	0.4314689636
181	0.4310366589
182	0.4303520037
183	0.4299480189
184	0.4294395447
185	0.4287771142
186	0.4284067154
187	0.4280657561
188	0.4273571346
189	0.4268801731
190	0.4262823022
191	0.4258600318
192	0.4254218392
193	0.4250717578
194	0.424276269
195	0.4242063605
196	0.4236833324
197	0.4231514723
198	0.4226059292
199	0.4220945109
200	0.4216248885
201	0.4210379642
202	0.4205678857
203	0.4201092927
204	0.41967591
205	0.4191188398
206	0.4187809488
207	0.4182169956
208	0.4178417455
209	0.4171189018
210	0.416785489
211	0.4165211553
212	0.4161650202
213	0.415963629
214	0.415542105
215	0.4151425569
216	0.4146640612
217	0.4142866549
218	0.4140493973
219	0.4138091129
220	0.4132752626
221	0.4128126061
222	0.4121468585
223	0.4118244337
224	0.4111537519
225	0.4110124008
226	0.4104994069
227	0.4099966961
228	0.4096940082
229	0.4092666792
230	0.4088395989
231	0.4083586983
232	0.4079577405
233	0.4071596809
234	0.406916411
235	0.4064431398
236	0.4062164555
237	0.4059425437
238	0.4056330556
239	0.4051124324
240	0.4046365489
241	0.4041047304
242	0.4038382406
243	0.4034279533
244	0.402995234
245	0.4024878792
246	0.4021495736
247	0.4019930466
248	0.4016688388
249	0.4010314941
250	0.4008393495
251	0.4007492895
252	0.4003970105
253	0.4001104935
254	0.3994555681
255	0.3989014418
256	0.3983542815
257	0.3980360446
258	0.3977485325
259	0.39743722
260	0.3969289531
261	0.3967341547
262	0.3966038745
263	0.3962884986
264	0.3959947669
265	0.3957229283
266	0.3953144239
267	0.3948428527
268	0.3946099903
269	0.3942435721
270	0.393802394
271	0.3935083306
272	0.3931559687
273	0.3928367781
274	0.3926809974
275	0.3922964179
276	0.3919813737
277	0.391428906
278	0.3913217627
279	0.391247542
280	0.3908782627
281	0.3905657478
282	0.3899547743
283	0.3895260769
284	0.3892743898
285	0.3888898103
286	0.3884678716
287	0.3881335051
288	0.3875987011
289	0.3872788471
290	0.3870781608
291	0.3869006945
292	0.3865451813
293	0.3861475405
294	0.3859806061
295	0.3856166342
296	0.3851956492
297	0.3849256764
298	0.3845609582
299	0.3841757567
300	0.3836450162
301	0.3833400892
302	0.3831496861
303	0.382716635
304	0.3825692716
305	0.3821110103
306	0.3817461263
307	0.3815001612
308	0.3811303014
309	0.380737512
310	0.3803163611
311	0.3800245368
312	0.3797417931
313	0.379341706
314	0.3790755065
315	0.3786069621
316	0.3783592556
317	0.3781197589
318	0.3776175872
319	0.3773517609
320	0.37684055
321	0.3765116982
322	0.3762808261
323	0.3756735429
324	0.3752432699
325	0.3747272077
326	0.3746247499
327	0.3743983974
328	0.3741120877
329	0.3737617161
330	0.3734994557
331	0.3730815805
332	0.3727236623
333	0.3724860316
334	0.3721752996
335	0.3720117652
336	0.3718978633
337	0.3715947193
338	0.3715533796
339	0.3713238758
340	0.3710952427
341	0.3707575591
342	0.3703320959
343	0.3701567028
344	0.3698644223
345	0.3696288233
346	0.3691898014
347	0.3687934046
348	0.3685943769
349	0.3684630187
350	0.3681273253
351	0.3679091412
352	0.3677237138
353	0.3673925814
354	0.3672380033
355	0.367078408
356	0.3667971984
357	0.3665295891
358	0.3663030707
359	0.3661016381
360	0.3658466754
361	0.3654740375
362	0.3651125535
363	0.3649287431
364	0.3646902831
365	0.3646076451
366	0.3643919489
367	0.364179238
368	0.3638708695
369	0.363395608
370	0.3630468949
371	0.3626790254
372	0.3623624885
373	0.3622049663
374	0.3619770382
375	0.3617933522
376	0.3615936611
377	0.3614781421
378	0.3611630564
379	0.3607496179
380	0.3604888087
381	0.3604475934
382	0.3602014625
383	0.3599647439
384	0.3596548827
385	0.3592290464
386	0.3590242966
387	0.3586318804
388	0.3583086263
389	0.3581284233
390	0.3579192784
391	0.3576352907
392	0.3574387094
393	0.3571672025
394	0.3569435451
395	0.3566474915
396	0.3562743145
397	0.3561222242
398	0.3557352812
399	0.3554852527
400	0.3552793835
401	0.3549774419
402	0.3548494007
403	0.354548164
404	0.3545071146
405	0.3541542551
406	0.3539991793
407	0.3539165829
408	0.3536632372
409	0.3534853562
410	0.3531501604
411	0.3528302234
412	0.3524888909
413	0.3522645702
414	0.3520288882
415	0.351731715
416	0.3514066364
417	0.3509021427
418	0.3505253999
419	0.3503622801
420	0.3500371601
421	0.3499743835
422	0.3497195451
423	0.3493739418
424	0.3491250743
425	0.3487829125
426	0.3486184245
427	0.3485393524
428	0.348253416
429	0.3480805107
430	0.3477441539
431	0.3476239909
432	0.347465059
433	0.3472888573
434	0.3470312201
435	0.3468119372
436	0.3464358786
437	0.3461938941
438	0.3459498364
439	0.3456715501
440	0.345474409
441	0.3450872172
442	0.3446729701
443	0.3443392049
444	0.3439832978
445	0.3437585416
446	0.3436354347
447	0.3433760767
448	0.3431634903
449	0.3429716359
450	0.3428607816
451	0.3425562278
452	0.3423909312
453	0.3422148331
454	0.3419868013
455	0.3417759978
456	0.3415983449
457	0.3411549485
458	0.3408919625
459	0.3408002439
460	0.3405833037
461	0.3404042617
462	0.3400806344
463	0.3398318705
464	0.3395233984
465	0.3393685507
466	0.3392302057
467	0.3389249885
468	0.3387189741
469	0.3385021168
470	0.3382425101
471	0.3380365579
472	0.3378239922
473	0.3374435176
474	0.3371448931
475	0.3368700276
476	0.3367309156
477	0.3364092371
478	0.3361656355
479	0.335978819
480	0.3356708444
481	0.3354989757
482	0.3353134446
483	0.3352902454
484	0.3351295305
485	0.334779076
486	0.334522579
487	0.3344493742
488	0.3342991083
489	0.3342318535
490	0.3341965883
491	0.3339549977
492	0.3337558663
493	0.3336596282
494	0.3334711324
495	0.3333455169
496	0.3330411496
497	0.3327715915
498	0.3325433731
499	0.3323318647
500	0.3322114115
501	0.3318969892
502	0.3315972245
503	0.3314618857
504	0.3312269708
505	0.3309574127
506	0.3307156355
507	0.3306116643
508	0.3303966937
509	0.3301035632
510	0.3299487155
511	0.3298482895
512	0.3296949138
513	0.329547654
514	0.3293646108
515	0.3292273853
516	0.329087983
517	0.3287131061
518	0.3284488139
519	0.3282457642
520	0.327948902
521	0.3277368338
522	0.3274080442
523	0.3272631894
524	0.3270001204
525	0.3269050018
526	0.3268162064
527	0.3267147437
528	0.326620558
529	0.3262875184
530	0.325932254
531	0.3258462989
532	0.3258132727
533	0.3255739834
534	0.3254063233
535	0.3251498678
536	0.3249568317
537	0.3246786283
538	0.3244784189
539	0.3243299982
540	0.3240281188
541	0.3237135929
542	0.3233626822
543	0.3230835873
544	0.3229728989
545	0.3228692179
546	0.3228209952
547	0.3226238748
548	0.3225570762
549	0.3224140457
550	0.3221996763
551	0.3218808796
552	0.3215870857
553	0.321367015
554	0.3211148303
555	0.3208172425
556	0.3205739312
557	0.320408904
558	0.3202056885
559	0.3199826738
560	0.3195784818
561	0.3194676689
562	0.3192063
563	0.3189589252
564	0.3188054665
565	0.3185804409
566	0.3183964439
567	0.3179750443
568	0.3179266556
569	0.3176988933
570	0.3175062719
571	0.3173563169
572	0.3172274051
573	0.3171073872
574	0.3169444126
575	0.3167173966
576	0.3165545878
577	0.3163637908
578	0.3161182404
579	0.3160074897
580	0.3158274734
581	0.3156442642
582	0.31539096
583	0.3151890091
584	0.3149754068
585	0.3147518324
586	0.3143290437
587	0.3141697801
588	0.3138690202
589	0.3137076419
590	0.3136560191
591	0.3135364574
592	0.3133173818
593	0.3131834735
594	0.3130241684
595	0.3127472297
596	0.3126821518
597	0.3125104904
598	0.3121988877
599	0.3119060682
600	0.3116723351
601	0.3115325803
602	0.3112357596
603	0.31105707
604	0.3108168478
605	0.3106810736
606	0.310398703
607	0.3103206469
608	0.3102285136
609	0.3100174199
610	0.3097343445
611	0.3096136425
612	0.3095200995
613	0.3094111733
614	0.3091748901
615	0.3090649688
616	0.308801029
617	0.3086546193
618	0.3084115775
619	0.3082319757
620	0.3081067749
621	0.3080016012
622	0.3078881139
623	0.3077462652
624	0.3074192793
625	0.3072443423
626	0.3069926967
627	0.3068435088
628	0.3065659067
629	0.3062274352
630	0.3062087349
631	0.3061622537
632	0.3060389809
633	0.3058692683
634	0.3058172309
635	0.3057896987
636	0.3054856632
637	0.3052542313
638	0.305081098
639	0.304894779
640	0.3047416728
641	0.3043636654
642	0.304246861
643	0.3040833681
644	0.3038365737
645	0.3036644148
646	0.3034916961
647	0.3031720286
648	0.3029437272
649	0.3028428451
650	0.3026759521
651	0.3025698869
652	0.3024907527
653	0.3023865949
654	0.3022190799
655	0.3020866228
656	0.3019960238
657	0.3017894703
658	0.3015712655
659	0.3014660711
660	0.301276518
661	0.3010759146
662	0.3008545171
663	0.3007222466
664	0.3006616675
665	0.3005435778
666	0.3004501592
667	0.3001645337
668	0.2999926857
669	0.2997678259
670	0.2996464398
671	0.299524556
672	0.2993313126
673	0.2990967916
674	0.2988807844
675	0.2987635239
676	0.2985979992
677	0.2983794005
678	0.2981836278
679	0.2980359741
680	0.2977956689
681	0.2976067999
682	0.2974034392
683	0.2972220545
684	0.2971072197
685	0.2969736638
686	0.2967373185
687	0.2963389106
688	0.2960449302
689	0.2959461212
690	0.2956629629
691	0.2954932296
692	0.2953638408
693	0.2949945616
694	0.2948400249
695	0.2947285694
696	0.2946321653
697	0.2944981534
698	0.2943262639
699	0.2941229862
700	0.2941036017
701	0.2938503182
702	0.2936854155
703	0.2934794219
704	0.2933790165
705	0.2931639215
706	0.2930663565
707	0.29280874
708	0.2926400433
709	0.2923670437
710	0.2921921274
711	0.2919275657
712	0.291699368
713	0.2913812969
714	0.2912455642
715	0.2910664185
716	0.2907803162
717	0.2905146972
718	0.2903239001
719	0.2901464338
720	0.2899357547
721	0.289846752
722	0.2894782605
723	0.2893730039
724	0.2891955998
725	0.2890448778
726	0.288993483
727	0.2886933866
728	0.2885203983
729	0.2883641616
730	0.2880885083
731	0.2880610383
732	0.2878643326
733	0.2877895936
734	0.2875127792
735	0.2873805088
736	0.2871342327
737	0.287017532
738	0.2869143486
739	0.2867676279
740	0.2866142314
741	0.2864372005
742	0.2862528096
743	0.2859616902
744	0.2858355978
745	0.2855840766
746	0.2854229886
747	0.285185731
748	0.2849497795
749	0.2847588373
750	0.2846554881
751	0.2845062795
752	0.2842419666
753	0.283940647
754	0.2838406148
755	0.2836392237
756	0.2833711375
757	0.2831429191
758	0.2830273587
759	0.282757842
760	0.2825876112
761	0.2824478771
762	0.282258863
763	0.2821357147
764	0.2820490132
765	0.2818464611
766	0.2817182956
767	0.281386334
768	0.281227485
769	0.2809257093
770	0.2808724486
771	0.2807782422
772	0.2807152168
773	0.280590161
774	0.2802489737
775	0.2801118726
776	0.2798581745
777	0.2796408612
778	0.279444736
779	0.2792161029
780	0.2789230554
781	0.2787172898
782	0.2785867815
783	0.2784753053
784	0.2783833172
785	0.2781741723
786	0.2779721592
787	0.2779155399
788	0.2777552605
789	0.2775448094
790	0.2773596515
791	0.2772784648
792	0.2770649039
793	0.2768109363
794	0.2766610021
795	0.2764940262
796	0.276269581
797	0.2762318072
798	0.2761557621
799	0.2759589734
800	0.2756361547
801	0.2753798236
802	0.2752431787
803	0.2751169205
804	0.2749443883
805	0.2748017104
806	0.2746465517
807	0.2744119893
808	0.2743585006
809	0.2741985736
810	0.2741086172
811	0.2739460779
812	0.2737467393
813	0.2736429961
814	0.2734268023
815	0.2733554425
816	0.2732330405
817	0.2731630906
818	0.2729731021
819	0.2727461898
820	0.2727048501
821	0.2725913628
822	0.2724353127
823	0.2722704722
824	0.2721931623
825	0.2720411549
826	0.2718353271
827	0.2716071087
828	0.2714144458
829	0.271359112
830	0.2711756748
831	0.2710364383
832	0.2709146168
833	0.2708377009
834	0.2705886882
835	0.2703858251
836	0.2701559896
837	0.2698935218
838	0.2695441453
839	0.2694166018
840	0.2693282418
841	0.2689264546
842	0.2686863775
843	0.2684419673
844	0.2682452824
845	0.2680217494
846	0.2677986311
847	0.2675690858
848	0.2673458431
849	0.2670556359
850	0.2669773516
851	0.2667998024
852	0.2666505316
853	0.2665269686
854	0.2664038202
855	0.2662659106
856	0.2661587259
857	0.2660380032
858	0.265718854
859	0.2655689405
860	0.2654071476
861	0.2651793438
862	0.2649805442
863	0.264910387
864	0.2645666288
865	0.2643422666
866	0.2640557704
867	0.2638337508
868	0.2635358313
869	0.2633961387
870	0.2632683049
871	0.2631233464
872	0.2628588054
873	0.2626614778
874	0.2625334988
875	0.2624432108
876	0.2623184868
877	0.2621211591
878	0.2619264851
879	0.2617492676
880	0.2615357275
881	0.261327785
882	0.2610704173
883	0.2608835801
884	0.2606776694
885	0.2603988233
886	0.2601640535
887	0.260095617
888	0.2599165958
889	0.2597357294
890	0.2593212128
891	0.2591232217
892	0.2589547116
893	0.2587691597
894	0.258614084
895	0.2584440812
896	0.2582436852
897	0.2580811666
898	0.2579494145
899	0.2578556227
900	0.257740933
901	0.2576238798
902	0.2573723586
903	0.2569660933
904	0.2569111119
905	0.2567794219
906	0.2565776162
907	0.2564635484
908	0.2563214302
909	0.2560514782
910	0.2559030782
911	0.2558939768
912	0.2557094408
913	0.2556035
914	0.2554017772
915	0.2552602602
916	0.25508835
917	0.2549614906
918	0.2547584202
919	0.2547370247
920	0.2545045562
921	0.2544361197
922	0.2542564973
923	0.2540435791
924	0.2539488129
925	0.2538568041
926	0.2536638923
927	0.2534998189
928	0.2533138109
929	0.2532497489
930	0.2530936366
931	0.2529313046
932	0.2528270639
933	0.2526491414
934	0.2525750036
935	0.2524086496
936	0.2520836955
937	0.251907556
938	0.2517339665
939	0.251585836
940	0.2513450954
941	0.2510980938
942	0.2508797231
943	0.2507551649
944	0.2504041506
945	0.2502942293
946	0.2500859136
947	0.2499754947
948	0.2497520861
949	0.2496222828
950	0.249505126
951	0.249171879
952	0.2490854263
953	0.2489376068
954	0.2487704236
955	0.2485683897
956	0.2483496044
957	0.2480808963
958	0.2479805324
959	0.2478829881
960	0.2477765705
961	0.2476700285
962	0.2476219509
963	0.2473278668
964	0.2470152482
965	0.2468957072
966	0.2467552268
967	0.2465492539
968	0.2463839365
969	0.2463167232
970	0.2460392869
971	0.2458183869
972	0.2457499711
973	0.2456301606
974	0.2455378615
975	0.2454173254
976	0.2452827329
977	0.2449883585
978	0.2449103438
979	0.2447030026
980	0.2445662125
981	0.2443634945
982	0.2441042195
983	0.2439825638
984	0.243840881
985	0.2436877541
986	0.2435884268
987	0.2435057682
988	0.2433712379
989	0.2432692569
990	0.2431478293
991	0.2429876535
992	0.2428544086
993	0.2427415018
994	0.2425821553
995	0.2424240112
996	0.242314857
997	0.2421513226
998	0.2418522005
999	0.2417272899
